20210105  15:30:00,92.19,92.2,92.1,92.15,43
20210105  15:30:01,92.15,92.16,92.08,92.08,2755
20210105  15:30:02,92.1,92.19,92.07,92.07,63
20210105  15:30:03,92.07,92.11,92.03,92.11,95
20210105  15:30:04,92.07,92.07,92.03,92.07,29
20210105  15:30:05,92.03,92.11,92.03,92.1,92
20210105  15:30:06,92.07,92.08,92.03,92.06,28
20210105  15:30:07,92.1,92.1,92.07,92.07,60
20210105  15:30:08,92.06,92.07,92.03,92.03,29
20210105  15:30:09,92.02,92.08,91.83,91.87,149
20210105  15:30:10,91.84,92.05,91.84,91.86,48
20210105  15:30:11,91.87,91.88,91.86,91.87,44
20210105  15:30:12,91.86,91.9,91.85,91.88,82
20210105  15:30:13,91.93,91.93,91.92,91.92,9
20210105  15:30:14,91.93,91.97,91.92,91.95,27
20210105  15:30:15,91.96,91.98,91.94,91.98,29
20210105  15:30:16,91.97,91.97,91.96,91.97,5
20210105  15:30:17,91.95,92.02,91.95,92.02,26
20210105  15:30:18,92.04,92.09,92.04,92.08,15
20210105  15:30:19,92.08,92.13,92.08,92.11,49
20210105  15:30:20,92.13,92.13,92.1,92.1,43
20210105  15:30:21,92.12,92.12,92.03,92.03,14
20210105  15:30:22,92.06,92.06,92.03,92.05,29
20210105  15:30:23,92.06,92.06,92.02,92.04,36
20210105  15:30:24,92.05,92.06,92.0,92.02,81
20210105  15:30:25,92.02,92.07,92.0,92.0,20
20210105  15:30:26,92.0,92.01,91.96,91.96,20
20210105  15:30:27,91.99,91.99,91.99,91.99,1
20210105  15:30:28,91.99,92.02,91.98,91.99,61
20210105  15:30:29,92.0,92.02,92.0,92.02,60
20210105  15:30:30,92.03,92.03,92.02,92.03,31
20210105  15:30:31,92.02,92.03,92.01,92.02,17
20210105  15:30:32,92.01,92.06,92.01,92.06,64
20210105  15:30:33,92.05,92.06,92.05,92.06,12
20210105  15:30:34,92.06,92.12,92.05,92.12,32
20210105  15:30:35,92.14,92.16,92.14,92.16,23
20210105  15:30:36,92.14,92.17,92.14,92.17,6
20210105  15:30:37,92.19,92.2,92.18,92.19,42
20210105  15:30:38,92.19,92.19,92.12,92.12,43
