20210111  15:30:00,260.02,260.48,260.0,260.0,3182
20210111  15:30:01,260.01,260.16,260.0,260.0,260
20210111  15:30:02,260.04,260.37,260.0,260.37,52
20210111  15:30:03,260.32,260.69,260.0,260.57,74
20210111  15:30:04,260.59,260.6,260.04,260.55,67
20210111  15:30:05,260.51,260.64,260.01,260.6,21
20210111  15:30:06,260.53,260.91,260.0,260.63,70
20210111  15:30:07,260.71,260.71,260.5,260.55,22
20210111  15:30:08,260.54,260.71,260.51,260.61,51
20210111  15:30:09,260.03,260.71,260.03,260.71,3
20210111  15:30:10,260.76,261.2,260.76,261.2,166
20210111  15:30:11,261.18,261.18,260.16,260.5,57
20210111  15:30:12,261.0,261.06,260.86,260.86,40
20210111  15:30:13,260.74,260.75,260.47,260.6,30
20210111  15:30:14,260.82,260.83,260.56,260.56,13
20210111  15:30:15,260.55,261.17,260.55,260.81,46
20210111  15:30:16,260.65,260.83,260.56,260.79,5
20210111  15:30:17,260.88,260.98,260.88,260.96,8
20210111  15:30:18,260.88,261.19,260.82,260.94,11
20210111  15:30:19,260.78,261.01,260.78,260.92,12
20210111  15:30:20,260.79,261.0,260.78,260.99,5
20210111  15:30:21,260.88,261.2,260.88,261.2,35
20210111  15:30:22,261.23,261.39,260.96,261.29,59
20210111  15:30:23,261.29,261.6,261.17,261.55,48
20210111  15:30:24,261.51,261.57,260.55,260.55,32
20210111  15:30:25,261.68,261.8,261.68,261.8,19
20210111  15:30:26,261.94,261.94,261.77,261.77,11
20210111  15:30:27,261.83,261.98,261.67,261.98,76
20210111  15:30:28,261.99,262.0,261.82,261.82,51
20210111  15:30:29,261.84,261.88,261.76,261.8,46
20210111  15:30:30,261.76,261.81,261.75,261.81,14
20210111  15:30:31,261.78,261.81,261.71,261.81,24
20210111  15:30:32,261.78,261.88,261.76,261.76,18
20210111  15:30:33,261.85,261.85,261.74,261.74,20
20210111  15:30:34,261.83,261.84,261.71,261.71,31
20210111  15:30:35,261.59,261.64,261.36,261.42,22
20210111  15:30:36,261.48,261.5,261.45,261.5,13
20210111  15:30:37,261.55,261.75,261.11,261.28,20
20210111  15:30:38,261.16,261.25,261.07,261.15,43
20210111  15:30:39,261.33,261.41,261.21,261.29,14
20210111  15:30:40,261.43,261.43,261.23,261.43,24
20210111  15:30:41,261.34,261.43,261.34,261.43,4
20210111  15:30:42,261.39,261.72,261.39,261.72,6
20210111  15:30:43,261.67,261.71,261.66,261.71,4
20210111  15:30:44,261.66,261.95,261.66,261.95,7
20210111  15:30:45,261.79,261.94,261.79,261.94,3
20210111  15:30:46,261.88,261.88,261.79,261.79,11
20210111  15:30:47,261.79,261.95,261.74,261.95,16
20210111  15:30:48,261.84,261.86,261.84,261.86,2
20210111  15:30:49,261.99,262.12,261.98,262.01,56
20210111  15:30:50,262.05,262.05,261.87,261.88,31
20210111  15:30:51,261.85,262.03,261.84,262.03,34
20210111  15:30:52,261.97,262.12,261.97,262.12,6
20210111  15:30:53,261.81,261.81,261.5,261.5,5
20210111  15:30:54,261.71,261.81,261.64,261.81,14
20210111  15:30:55,261.82,261.86,261.82,261.86,2
20210111  15:30:56,261.73,261.74,261.5,261.5,21
20210111  15:30:57,261.45,261.56,261.44,261.56,4
20210111  15:30:58,261.56,261.57,261.55,261.56,6
20210111  15:30:59,261.43,261.58,261.43,261.58,15
20210111  15:31:00,261.57,261.58,261.1,261.1,20
20210111  15:31:01,261.18,261.18,261.16,261.17,11
20210111  15:31:02,261.03,261.11,261.0,261.01,20
20210111  15:31:03,261.06,261.06,260.91,260.91,150
20210111  15:31:04,260.72,260.83,260.72,260.73,24
20210111  15:31:05,260.53,260.67,260.52,260.59,20
20210111  15:31:06,260.54,260.62,260.5,260.54,32
20210111  15:31:07,260.62,260.62,260.38,260.38,44
20210111  15:31:08,260.38,260.38,260.26,260.26,6
20210111  15:31:09,260.28,260.29,260.22,260.26,11
20210111  15:31:10,260.28,260.43,260.28,260.43,7
20210111  15:31:11,260.22,260.35,260.2,260.34,7
20210111  15:31:12,260.28,260.28,260.15,260.19,19
20210111  15:31:13,260.25,260.25,260.06,260.14,14
20210111  15:31:14,260.16,260.29,260.16,260.17,5
20210111  15:31:15,260.24,260.34,260.09,260.09,14
20210111  15:31:16,260.24,260.34,260.01,260.11,43
20210111  15:31:17,260.16,260.17,259.9,259.9,316
20210111  15:31:18,259.5,259.5,259.33,259.33,29
20210111  15:31:19,259.33,259.46,259.25,259.46,24
20210111  15:31:20,259.25,259.56,259.24,259.44,57
20210111  15:31:21,259.46,259.51,259.37,259.47,38
20210111  15:31:22,259.47,259.5,259.47,259.5,8
20210111  15:31:23,259.37,259.48,259.37,259.48,2
20210111  15:31:24,259.47,259.65,259.42,259.61,31
20210111  15:31:25,259.55,259.57,258.8,258.88,246
20210111  15:31:26,258.92,258.92,258.69,258.87,43
20210111  15:31:27,258.67,259.21,258.63,259.21,45
20210111  15:31:28,258.97,259.29,258.94,259.21,34
20210111  15:31:29,259.32,259.45,259.31,259.31,16
20210111  15:31:30,259.39,259.59,259.33,259.59,39
20210111  15:31:31,259.69,259.73,259.55,259.61,55
20210111  15:31:32,259.58,259.69,259.55,259.63,35
20210111  15:31:33,259.57,259.67,259.54,259.55,12
20210111  15:31:34,259.51,259.51,258.81,258.81,21
20210111  15:31:35,259.3,259.4,259.21,259.26,11
20210111  15:31:36,259.2,259.3,259.11,259.13,23
20210111  15:31:37,259.27,259.39,259.27,259.28,37
20210111  15:31:38,259.32,259.37,259.3,259.37,4
20210111  15:31:39,259.42,259.43,259.18,259.24,33
20210111  15:31:40,259.27,259.37,259.23,259.27,26
20210111  15:31:41,259.27,259.66,259.14,259.14,115
20210111  15:31:42,259.16,259.24,259.13,259.24,3
20210111  15:31:43,259.21,259.23,259.12,259.12,15
20210111  15:31:44,259.22,259.44,259.22,259.44,15
20210111  15:31:45,259.44,259.44,259.44,259.44,0
20210111  15:31:46,259.29,259.35,259.25,259.25,10
20210111  15:31:47,259.23,259.25,259.14,259.19,40
20210111  15:31:48,259.27,259.28,259.16,259.25,5
20210111  15:31:49,259.34,259.34,259.24,259.24,23
20210111  15:31:50,259.24,259.45,259.24,259.36,15
20210111  15:31:51,259.44,259.52,259.33,259.34,9
20210111  15:31:52,259.46,259.47,259.45,259.46,8
20210111  15:31:53,259.54,259.59,259.32,259.44,20
20210111  15:31:54,259.44,259.44,259.33,259.33,63
20210111  15:31:55,259.33,259.49,259.33,259.43,18
20210111  15:31:56,259.37,259.58,259.36,259.5,7
20210111  15:31:57,259.43,259.45,259.39,259.39,5
20210111  15:31:58,259.47,259.58,259.36,259.47,10
20210111  15:31:59,259.57,259.58,259.36,259.47,13
20210111  15:32:00,259.5,259.5,259.0,259.47,222
20210111  15:32:01,259.46,259.57,259.24,259.46,21
20210111  15:32:02,259.34,259.34,259.34,259.34,2
20210111  15:32:03,259.4,259.54,259.36,259.4,26
20210111  15:32:04,259.4,259.44,259.31,259.43,16
20210111  15:32:05,259.59,259.69,259.51,259.68,25
20210111  15:32:06,259.6,259.6,259.3,259.3,37
20210111  15:32:07,259.29,259.6,259.25,259.51,25
20210111  15:32:08,259.54,259.86,259.53,259.81,19
20210111  15:32:09,259.74,259.91,259.69,259.7,40
20210111  15:32:10,259.57,259.71,259.35,259.57,36
20210111  15:32:11,259.5,259.61,259.47,259.61,15
20210111  15:32:12,259.73,259.76,259.52,259.76,13
20210111  15:32:13,259.81,259.91,259.28,259.63,46
20210111  15:32:14,259.53,259.64,259.49,259.64,16
20210111  15:32:15,259.69,259.69,259.47,259.54,48
20210111  15:32:16,259.5,259.58,259.5,259.53,21
20210111  15:32:17,259.59,259.68,259.48,259.67,5
20210111  15:32:18,259.51,259.71,259.51,259.67,8
20210111  15:32:19,259.82,259.84,259.71,259.71,13
20210111  15:32:20,259.74,259.74,259.73,259.74,1
20210111  15:32:21,259.73,259.74,259.63,259.74,31
20210111  15:32:22,259.73,259.8,259.63,259.8,27
20210111  15:32:23,259.71,259.84,259.63,259.79,132
